City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
152,Hermanus,ZA,65.89,clear sky,-34.4187,19.2345,Misty Waves Boutique Hotel
153,Victoria,HK,65.95,scattered clouds,22.2855,114.1577,Mini Hotel Central
154,Saint George,US,72.07,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
155,Kaitangata,NZ,60.93,overcast clouds,-46.2817,169.8464,Kaitangata Motor Camp
156,Corinto,GR,52.68,clear sky,37.9407,22.9573,Ephira Hotel
157,Tarakan,ID,77.32,overcast clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
159,Constitucion,CL,69.67,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
160,Yulara,AU,67.84,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
161,Tautira,PF,84.22,broken clouds,-17.7333,-149.15,Pension Oaoa
163,Te Anau,NZ,58.26,overcast clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
164,Puerto Ayora,EC,80.56,overcast clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
165,Poli,TZ,63.27,light rain,-3.3333,36.8,Urafiki House
167,Camacha,PT,61.56,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
168,Stephenville,US,77.34,clear sky,32.2207,-98.2023,La Quinta Inn & Suites by Wyndham Stephenville
169,Tuatapere,NZ,56.82,scattered clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
170,Souillac,MU,75.36,clear sky,-20.5167,57.5167,Shanti Maurice Resort & Spa
171,Hirara,JP,69.15,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
175,Roma,US,49.86,overcast clouds,43.2128,-75.4557,Wingate By Wyndham Rome
176,Mawlaik,MM,55.22,clear sky,23.6333,94.4167,AKZ Guest House
180,Luwuk,ID,76.78,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
181,San Quintin,MX,72.63,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
183,Stornoway,GB,42.76,light rain,58.2093,-6.3865,Caladh Inn
184,Jamestown,US,48.29,overcast clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
185,Arraial Do Cabo,BR,75.06,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
186,Cidreira,BR,76.33,clear sky,-30.1811,-50.2056,Hotel Castelo
187,Daru,PG,77.99,overcast clouds,-9.0763,143.2092,Daru Lodge
188,Tanda,IN,49.41,clear sky,26.55,82.65,MUMTAZ GANJ TANDA
189,Diego De Almagro,CL,77.61,clear sky,-26.3667,-70.05,hotel luna del desierto
190,Kafanchan,NG,71.2,scattered clouds,9.5833,8.3,Sir Joe guest Inn
191,Nouadhibou,MR,71.91,overcast clouds,20.931,-17.0347,El Medina
192,Todos Santos,MX,77.11,clear sky,23.45,-110.2167,Hotel California Todos Santos
194,Yabelo,ET,70.88,overcast clouds,4.8833,38.0833,Asnakech W/michael
197,Salalah,OM,73.49,few clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
198,Huarmey,PE,75.15,broken clouds,-10.0681,-78.1522,Hotel Miramar
199,Nazareno,MX,70.11,clear sky,25.3833,-103.4167,Palmas Suite
201,Cristalina,BR,67.41,light rain,-16.7686,-47.6136,HOTEL TOPAZIO
202,Muncar,ID,75.78,overcast clouds,-8.4333,114.3333,Zaky Homestay
204,Lompoc,US,86.13,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
205,Margate,GB,42.31,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
207,Aswan,EG,56.37,clear sky,24.0934,32.907,Nuba Nile
208,Harper,LR,79.57,broken clouds,4.375,-7.7169,Screensaver
209,Nicoya,CR,87.35,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
211,Hurricane,US,70.59,scattered clouds,37.1753,-113.2899,Super 8 by Wyndham Hurricane Zion National Park
214,Dingle,PH,74.59,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
216,Eureka,US,74.19,clear sky,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
217,Natal,BR,84.85,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
218,Taltal,CL,70.99,few clouds,-25.4,-70.4833,Residencial Karime
221,Dhupgari,IN,61.86,overcast clouds,26.5858,89.0145,Kalpana Pisir Hotel
222,Kiama,AU,70.0,light rain,-34.6833,150.8667,The Sebel Kiama Harbourside
223,Komsomolskiy,UZ,40.42,overcast clouds,40.4272,71.7189,Ikathouse
225,Georgetown,MY,78.73,few clouds,5.4112,100.3354,Cititel Penang
226,Palmas Bellas,PA,87.71,clear sky,9.2319,-80.0867,Estación de Chagres
227,Isangel,VU,84.31,broken clouds,-19.55,169.2667,Tanna Lodge
232,Porto Novo,BJ,79.92,clear sky,6.4965,2.6036,Tour Eiffel Hotel Benin
233,Kahului,US,78.84,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
237,Ardesen,TR,40.96,clear sky,41.1911,40.9875,Green Suada Hotel
241,Trincomalee,LK,78.66,overcast clouds,8.5711,81.2335,Welcombe Hotel
242,Belmonte,BR,81.1,few clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
243,Camacari,BR,82.17,moderate rain,-12.6975,-38.3242,Sítio Blasi
244,Simao,CN,48.38,clear sky,22.7886,100.9748,Changyu Hotel
245,Faya,SA,54.12,scattered clouds,18.3851,42.4509,املاك خالد الشعشوع
247,San Policarpo,PH,76.64,moderate rain,12.1791,125.5072,Agapita M. Nicart
250,Sawakin,SD,69.89,broken clouds,19.1059,37.3321,فندق الدويم
251,Dapaong,TG,82.51,clear sky,10.8639,0.205,Hotel Caroli
252,Termoli,IT,46.58,overcast clouds,41.9888,14.9895,Hotel Mistral
253,Necochea,AR,62.04,light rain,-38.5473,-58.7368,dyd -mar Hotel
256,Narayanpet,IN,70.14,few clouds,16.7333,77.5,HAPPY STAY Soudri's Lodge
260,Robertsport,LR,79.88,clear sky,6.7533,-11.3686,Kwepunha Retreat
265,Mareeba,AU,70.45,scattered clouds,-17.0,145.4333,Trinity Plains Tourist Park
266,Cap Malheureux,MU,75.47,broken clouds,-19.9842,57.6142,Pereybere Hotel & Spa
270,Gazanjyk,TM,41.13,scattered clouds,39.2446,55.5154,Railway motel
271,Vallenar,CL,81.27,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
272,Abu Dhabi,AE,68.02,clear sky,24.4667,54.3667,Beach Rotana
274,Trat,TH,81.99,moderate rain,12.5,102.5,สวนหนิง-อัศ
275,Vila Franca Do Campo,PT,62.2,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
278,Bathsheba,BB,81.21,scattered clouds,13.2167,-59.5167,Atlantis Hotel
279,Garowe,SO,66.33,scattered clouds,8.4054,48.4845,Curubo Hotel
280,Arawa,PG,77.56,light rain,-6.2132,155.5367,Coastline Guest House
281,Yining,CN,41.99,overcast clouds,29.0361,114.5636,Xiushui Hotel
282,Lorengau,PG,81.99,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
283,Northam,GB,45.01,overcast clouds,51.0333,-4.2167,Durrant House Hotel
284,Akyab,MM,66.51,scattered clouds,20.15,92.9,Hotel Memory
285,Touros,BR,85.1,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
286,Shenjiamen,CN,46.72,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
287,Eyl,SO,73.85,broken clouds,7.9803,49.8164,Amiin Hotel
288,Praia Da Vitoria,PT,57.76,broken clouds,38.7333,-27.0667,Hotel Branco I
289,San Nicolas,PH,73.83,overcast clouds,18.1725,120.5953,NORTHVIEW Hotel
293,Half Moon Bay,US,80.49,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
295,Guerrero Negro,MX,76.03,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
296,Maralal,KE,61.09,few clouds,1.0968,36.698,Ngari Hill Ecolodge
298,Road Town,VG,80.69,few clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
299,Port Augusta,AU,63.72,clear sky,-32.5,137.7667,Majestic Oasis Apartments
300,Guymon,US,57.2,clear sky,36.6828,-101.4816,Simple Rewards
302,Najran,SA,65.82,clear sky,17.4924,44.1277,محمد هادي ال فطيح
303,Hamilton,US,58.41,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
304,Kloulklubed,PW,79.3,scattered clouds,7.0419,134.2556,Storyboard Beach Resort
305,Phonhong,LA,69.78,overcast clouds,18.5007,102.4166,Manyvong Guest House
307,Caravelas,BR,78.75,scattered clouds,-17.7125,-39.2481,Pousada dos Navegantes
310,Mahebourg,MU,75.25,few clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
312,Evanston,US,44.06,overcast clouds,42.0411,-87.6901,Hilton Garden Inn Chicago North Shore/Evanston
313,Gunnedah,AU,64.02,clear sky,-30.9833,150.25,Gunnedah Motor Inn
314,Sinjai,ID,74.05,overcast clouds,-5.1241,120.253,Wisma Sandika
317,Dumas,US,54.1,clear sky,35.8656,-101.9732,"Holiday Inn Express & Suites Dumas, an IHG Hotel"
318,Pontianak,ID,76.98,overcast clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
322,Chardara,KZ,44.51,overcast clouds,41.2547,67.9692,Жанаргул
323,Wajir,KE,85.64,broken clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
324,Lata,PT,53.08,overcast clouds,40.1629,-8.3327,Casa Maquia
325,Teknaf,BD,63.86,clear sky,20.8624,92.3058,Forestry Guesthouse
326,Lakatoro,VU,81.81,overcast clouds,-16.0999,167.4164,Lakatoro Palm Lodge
327,Paita,PE,84.76,scattered clouds,-5.0892,-81.1144,Hotel Náutico de Paita
333,Estacion Coahuila,MX,86.97,clear sky,32.1939,-115.0017,Hotel Las Cabañas
335,Chino Valley,US,70.93,clear sky,34.7575,-112.4538,Primrose Inn & Suites
339,Coolum Beach,AU,74.34,scattered clouds,-26.5333,153.1,Coolum Beach Resort
340,Catalina,US,75.06,clear sky,32.5056,-110.9211,Miraval Arizona Resort & Spa
341,Miri,MY,75.81,overcast clouds,4.4148,114.0089,"Mega Hotel, Miri"
342,Turayf,SA,43.52,clear sky,31.6725,38.6637,Turaif
347,Ormara,PK,70.29,clear sky,25.2088,64.6357,Kenara Colony house for Rent
348,Kutum,SD,56.19,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
349,Coquimbo,CL,73.13,clear sky,-29.9533,-71.3436,Hotel San Juan
350,Inhambane,MZ,75.42,few clouds,-23.865,35.3833,Oceano
352,Rawson,AR,64.71,clear sky,-43.3002,-65.1023,Hosteria Sampedro
354,Bereda,ES,49.01,overcast clouds,43.2686,-7.5406,Pazo de Verdes
355,San Patricio,US,80.69,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
356,Suleja,NG,81.34,scattered clouds,9.1758,7.1808,Capy Motel
357,Coahuayana,MX,85.48,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
358,Xiongzhou,CN,48.74,overcast clouds,25.1167,114.3,Xinhewan Business Hotel
359,Ixtapa,MX,76.23,scattered clouds,20.7,-105.2,hotel la terminal
360,Yeppoon,AU,71.38,few clouds,-23.1333,150.7333,Villa Mar Colina
364,Torbat-E Jam,IR,43.14,overcast clouds,35.244,60.6225,White building
365,Khash,IR,49.24,clear sky,28.2211,61.2158,خوابگاه آبجی محدثه
366,Port Macquarie,AU,67.89,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
367,Puerto Escondido,MX,86.83,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
370,Bergen,NO,41.65,broken clouds,60.392,5.328,Clarion Collection Hotel Havnekontoret
371,Lancaster,US,60.3,clear sky,40.2504,-76.2499,Refreshing Mountain Retreat and Adventure Center
373,Crotone,IT,52.43,overcast clouds,39.0851,17.1178,Helios Hotel
374,Tortoli,IT,44.98,scattered clouds,39.9256,9.6572,Hotel La Bitta
375,Alta Floresta,BR,77.32,overcast clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
376,Colac,AU,63.01,few clouds,-38.3333,143.5833,Otway Gate Motel
377,Sitka,US,44.49,light rain,57.0531,-135.33,Westmark Sitka
378,Stromness,GB,43.05,light rain,58.965,-3.296,The Old Smokery
379,Broken Hill,AU,62.67,clear sky,-31.95,141.4333,Royal Exchange Hotel
380,Hobyo,SO,76.6,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
381,Tabas,IR,56.35,overcast clouds,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
382,Bud,US,44.74,light rain,39.447,-86.1758,Ted McQuinn Trust
385,Nova Vicosa,BR,79.43,broken clouds,-17.8919,-39.3719,Pousada Porto do Sol
386,La Macarena,CO,86.04,overcast clouds,2.1837,-73.7849,Hotel Punto Verde
388,Prieska,ZA,84.72,clear sky,-29.6641,22.7474,Avenue GuestHouse
389,Muros,ES,55.83,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
390,Hualmay,PE,74.55,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
391,Cabedelo,BR,83.07,overcast clouds,-6.9811,-34.8339,Hotel Pigalle
393,Port Hardy,CA,44.76,broken clouds,50.6996,-127.4199,Airport Inn-Port Hardy
395,Iquique,CL,73.44,few clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
397,Tebingtinggi,ID,75.25,overcast clouds,3.3285,99.1625,Hotel Malibou tebing tinggi
400,Sulangan,PH,79.0,overcast clouds,11.1373,123.7228,Maia's Beach Resort
402,Banjar,ID,78.66,light rain,-8.19,114.9675,The Hamsa Resort
406,Boyolangu,ID,74.07,overcast clouds,-8.1181,111.8935,Yos ega cv
407,Manokwari,ID,77.94,heavy intensity rain,-0.8667,134.0833,Swiss Belhotel Manokwari
408,Yalta,UA,43.63,clear sky,44.5,34.1667,Yalta Inturist
409,Bairiki,KI,84.2,few clouds,1.3292,172.9752,Tarawa Boutique Hotel
410,Washougal,US,66.7,clear sky,45.5826,-122.3534,Camas Boutique Hotel
411,Halifax,CA,44.1,few clouds,44.6453,-63.5724,Hotel Halifax
413,Campbell River,CA,43.59,broken clouds,50.0163,-125.2446,Anchor Inn & Suites
414,Lehigh Acres,US,82.44,clear sky,26.6254,-81.6248,Lehigh Resort Club
415,Labuhan,ID,74.77,overcast clouds,-6.8844,112.2051,DoubleFAG
416,Kununurra,AU,78.78,thunderstorm,-15.7667,128.7333,Hotel Kununurra
417,Chateaurenard,FR,46.22,clear sky,43.8817,4.8549,Hôtel Restaurant Le Central
418,Lang Son,VN,54.48,moderate rain,21.8333,106.7333,Khai Nga Hotel
419,Beyla,GN,75.85,broken clouds,8.6833,-8.6333,DIAN SINKO
420,Rocha,UY,75.43,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
422,Naze,JP,57.49,overcast clouds,28.3667,129.4833,Shishime Hotel
424,Bani Walid,LY,53.19,overcast clouds,31.7566,13.9942,منزل مفتاح محمد الزلبي
425,Basco,PH,76.14,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
428,Comodoro Rivadavia,AR,75.06,clear sky,-45.8667,-67.5,Austral Hotel
431,Ahipara,NZ,75.88,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
435,Harrisburg,US,61.07,broken clouds,40.2737,-76.8844,Hilton Harrisburg
438,Buseresere,TZ,64.65,overcast clouds,-3.0236,31.8747,Flamingo Hotels
439,Dzaoudzi,YT,80.49,clear sky,-12.7887,45.2699,Le Rocher
440,Ojinaga,MX,74.57,clear sky,29.5667,-104.4167,Suites Las Palmas
441,Karratha,AU,84.69,few clouds,-20.7377,116.8463,ibis Styles Karratha
442,Mosquera,CO,62.69,light rain,4.7059,-74.2302,Hotel SJ
443,Moron,AR,67.96,light rain,-34.6534,-58.6198,Hotel Morón
444,Sandy Bay,AU,56.3,broken clouds,-42.913,147.3532,St Ives Hobart Accommodation Tasmania
445,Ballina,AU,68.77,light rain,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
446,Afonso Claudio,BR,72.09,overcast clouds,-20.0742,-41.1239,Pousada Afonso Cláudio
447,Lazaro Cardenas,MX,83.82,clear sky,17.9583,-102.2,quinta antigua
448,Khandela,IN,50.95,clear sky,27.6,75.5,Castle Khandela
449,Abu Zabad,SD,66.25,clear sky,12.35,29.25,حامد محمد نور
450,Saldanha,ZA,65.12,clear sky,-33.0117,17.9442,Blue Bay Lodge
453,Ugoofaaru,MV,81.25,overcast clouds,5.6667,73.0,Ungoofaaru Inn
454,Ormond Beach,US,75.13,scattered clouds,29.2858,-81.0559,Makai Beach Lodge
456,Tura,IN,53.83,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
457,Sikeston,US,58.89,overcast clouds,36.8767,-89.5879,Drury Inn & Suites Sikeston
458,Bintulu,MY,73.81,overcast clouds,3.1667,113.0333,900 Boutique INN
460,Padang,ID,77.5,heavy intensity rain,-0.9492,100.3543,Mercure Padang
462,Nantucket,US,49.96,clear sky,41.2835,-70.0995,Jared Coffin House
463,Marrakesh,MA,57.27,broken clouds,31.6315,-8.0083,Les Jardins de La Koutoubia
467,Boueni,YT,80.58,overcast clouds,-12.9025,45.0761,The feet in water
469,Saint-Pierre,RE,74.88,clear sky,-21.3393,55.4781,Lindsey Hôtel
470,Olinda,BR,83.93,scattered clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
471,Llanes,ES,53.89,overcast clouds,43.4198,-4.7549,Hotel La Paz
473,Tecoanapa,MX,83.34,scattered clouds,16.5167,-98.75,Hotel Manglares
476,Honiara,SB,76.03,light rain,-9.4333,159.95,Heritage Park Hotel
477,Alyangula,AU,82.09,few clouds,-13.8483,136.4192,Groote Eylandt Lodge
478,Altar,MX,78.89,clear sky,30.7,-111.8167,Hotel Maria Elena
481,Cururupu,BR,78.84,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
483,Portland,US,67.53,few clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
484,Anloga,GH,80.94,scattered clouds,5.7947,0.8973,Pin Drop Hotel
485,Axim,GH,79.74,clear sky,4.8699,-2.2405,Axim Beach Resort And Spa
486,San Carlos,VE,88.45,overcast clouds,9.6612,-68.5827,Hotel Paternopoli
487,Pontes E Lacerda,BR,82.09,broken clouds,-15.2261,-59.3353,Hotel Bressan
