City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Zhigansk,RU,66.7697,123.3711,-29.83,100,94,5.97,overcast clouds
347,Ormara,PK,25.2088,64.6357,70.29,60,0,9.4,clear sky
348,Kutum,SD,14.2,24.6667,56.19,17,0,7.7,clear sky
349,Coquimbo,CL,-29.9533,-71.3436,73.13,56,0,11.5,clear sky
350,Inhambane,MZ,-23.865,35.3833,75.42,76,22,10.25,few clouds
351,Grindavik,IS,63.8424,-22.4338,30.67,64,0,13.8,clear sky
352,Rawson,AR,-43.3002,-65.1023,64.71,44,1,15.68,clear sky
353,Ust-Koksa,RU,50.2696,85.6108,-14.31,91,19,1.25,few clouds
354,Bereda,ES,43.2686,-7.5406,49.01,100,100,2.39,overcast clouds
355,San Patricio,US,28.017,-97.5169,80.69,45,0,8.41,clear sky
356,Suleja,NG,9.1758,7.1808,81.34,11,25,4.76,scattered clouds
357,Coahuayana,MX,18.7333,-103.6833,85.48,25,0,8.25,clear sky
358,Xiongzhou,CN,25.1167,114.3,48.74,96,100,3.49,overcast clouds
359,Ixtapa,MX,20.7,-105.2,76.23,53,40,13.8,scattered clouds
360,Yeppoon,AU,-23.1333,150.7333,71.38,74,16,10.54,few clouds
361,Sheregesh,RU,52.9209,87.9869,-11.69,100,50,3.53,scattered clouds
362,Svetlyy,RU,54.675,20.1347,34.97,79,94,16.8,light snow
363,Aranos,NA,-24.1333,19.1167,78.51,47,72,7.76,broken clouds
364,Torbat-E Jam,IR,35.244,60.6225,43.14,74,97,6.76,overcast clouds
365,Khash,IR,28.2211,61.2158,49.24,35,0,2.44,clear sky
366,Port Macquarie,AU,-31.4333,152.9167,67.89,80,99,16.98,overcast clouds
367,Puerto Escondido,MX,15.85,-97.0667,86.83,66,40,12.66,scattered clouds
368,Torbay,CA,47.6666,-52.7314,38.39,84,46,8.01,scattered clouds
369,Yiyang,CN,28.5892,112.3283,39.18,94,68,3.74,broken clouds
370,Bergen,NO,60.392,5.328,41.65,90,75,12.66,broken clouds
371,Lancaster,US,40.2504,-76.2499,60.3,40,0,16.11,clear sky
372,Saint-Francois,FR,46.4154,3.9054,33.67,84,0,0.0,clear sky
373,Crotone,IT,39.0851,17.1178,52.43,74,95,4.18,overcast clouds
374,Tortoli,IT,39.9256,9.6572,44.98,70,35,5.17,scattered clouds
375,Alta Floresta,BR,-9.8756,-56.0861,77.32,88,97,1.41,overcast clouds
376,Colac,AU,-38.3333,143.5833,63.01,85,14,7.72,few clouds
377,Sitka,US,57.0531,-135.33,44.49,76,100,10.36,light rain
378,Stromness,GB,58.965,-3.296,43.05,71,100,26.44,light rain
379,Broken Hill,AU,-31.95,141.4333,62.67,44,0,14.32,clear sky
380,Hobyo,SO,5.3505,48.5268,76.6,65,50,17.98,scattered clouds
381,Tabas,IR,33.5959,56.9244,56.35,32,90,3.65,overcast clouds
382,Bud,US,39.447,-86.1758,44.74,91,100,15.57,light rain
383,Gornyye Klyuchi,RU,45.25,133.5,14.7,96,100,5.44,light snow
384,Katsuura,JP,35.1333,140.3,39.31,70,19,12.82,few clouds
385,Nova Vicosa,BR,-17.8919,-39.3719,79.43,76,52,8.72,broken clouds
386,La Macarena,CO,2.1837,-73.7849,86.04,49,100,5.95,overcast clouds
387,Kimparana,ML,12.8347,-4.9244,78.4,10,5,10.22,clear sky
388,Prieska,ZA,-29.6641,22.7474,84.72,20,0,3.4,clear sky
389,Muros,ES,42.7762,-9.0603,55.83,86,100,2.57,overcast clouds
390,Hualmay,PE,-11.0964,-77.6139,74.55,71,28,11.23,scattered clouds
391,Cabedelo,BR,-6.9811,-34.8339,83.07,75,92,14.27,overcast clouds
392,Pervoye Maya,RU,56.164,44.7196,31.71,92,93,5.55,overcast clouds
393,Port Hardy,CA,50.6996,-127.4199,44.76,76,84,2.06,broken clouds
394,Umm Kaddadah,SD,13.6017,26.6876,58.66,18,27,13.65,scattered clouds
395,Iquique,CL,-20.2208,-70.1431,73.44,64,23,8.19,few clouds
396,Bayan,CN,46.0833,127.4,-6.11,100,91,7.0,overcast clouds
397,Tebingtinggi,ID,3.3285,99.1625,75.25,93,100,1.68,overcast clouds
398,Turukhansk,RU,65.8167,87.9833,-20.06,88,11,5.21,few clouds
399,Wajima,JP,37.4,136.9,39.07,65,100,2.37,overcast clouds
400,Sulangan,PH,11.1373,123.7228,79.0,86,95,11.81,overcast clouds
401,Terney,RU,45.0503,136.6092,23.47,95,100,3.83,light snow
402,Banjar,ID,-8.19,114.9675,78.66,94,100,3.11,light rain
403,Wismar,DE,53.9,11.4667,37.09,83,4,5.99,clear sky
404,Drayton Valley,CA,53.2168,-114.9854,24.91,38,87,2.59,overcast clouds
405,Erdenet,MN,49.0333,104.0833,-16.69,100,41,2.44,scattered clouds
406,Boyolangu,ID,-8.1181,111.8935,74.07,96,100,5.99,overcast clouds
407,Manokwari,ID,-0.8667,134.0833,77.94,79,100,4.41,heavy intensity rain
408,Yalta,UA,44.5,34.1667,43.63,79,3,7.94,clear sky
409,Bairiki,KI,1.3292,172.9752,84.2,70,20,14.97,few clouds
410,Washougal,US,45.5826,-122.3534,66.7,41,0,25.01,clear sky
411,Halifax,CA,44.6453,-63.5724,44.1,70,24,8.99,few clouds
412,Ladario,BR,-19.0047,-57.6017,91.69,55,20,9.22,few clouds
413,Campbell River,CA,50.0163,-125.2446,43.59,62,65,2.46,broken clouds
414,Lehigh Acres,US,26.6254,-81.6248,82.44,46,0,9.22,clear sky
415,Labuhan,ID,-6.8844,112.2051,74.77,90,100,2.75,overcast clouds
416,Kununurra,AU,-15.7667,128.7333,78.78,94,100,12.66,thunderstorm
417,Chateaurenard,FR,43.8817,4.8549,46.22,59,0,23.02,clear sky
418,Lang Son,VN,21.8333,106.7333,54.48,96,100,4.76,moderate rain
419,Beyla,GN,8.6833,-8.6333,75.85,15,63,2.24,broken clouds
420,Rocha,UY,-34.4833,-54.3333,75.43,77,98,11.39,overcast clouds
421,Handan,CN,36.6006,114.4678,38.28,59,87,1.21,overcast clouds
422,Naze,JP,28.3667,129.4833,57.49,66,100,7.76,overcast clouds
423,Yershichi,RU,53.6725,32.7542,21.61,96,100,4.83,overcast clouds
424,Bani Walid,LY,31.7566,13.9942,53.19,57,100,9.01,overcast clouds
425,Basco,PH,20.4487,121.9702,76.14,76,100,19.06,overcast clouds
426,Valley City,US,46.9233,-98.0032,4.19,66,40,20.71,scattered clouds
427,Mairang,IN,25.5667,91.6333,38.32,86,5,1.03,clear sky
428,Comodoro Rivadavia,AR,-45.8667,-67.5,75.06,15,0,8.05,clear sky
429,Shakhtinsk,KZ,49.71,72.5872,9.16,85,100,12.15,overcast clouds
430,Prince Rupert,CA,54.3161,-130.3201,37.09,87,99,1.14,overcast clouds
431,Ahipara,NZ,-35.1667,173.1667,75.88,91,96,15.95,overcast clouds
432,Hasaki,JP,35.7333,140.8333,28.8,58,19,13.47,few clouds
433,Talaya,RU,61.3833,152.75,-41.19,96,90,1.14,overcast clouds
434,Churapcha,RU,62.0025,132.4325,-39.44,100,78,3.15,broken clouds
435,Harrisburg,US,40.2737,-76.8844,61.07,30,75,10.36,broken clouds
436,Ust-Tsilma,RU,65.441,52.1498,17.11,92,100,10.27,overcast clouds
437,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,-0.22,78,0,11.18,clear sky
438,Buseresere,TZ,-3.0236,31.8747,64.65,88,92,4.29,overcast clouds
439,Dzaoudzi,YT,-12.7887,45.2699,80.49,78,0,9.22,clear sky
440,Ojinaga,MX,29.5667,-104.4167,74.57,17,0,5.75,clear sky
441,Karratha,AU,-20.7377,116.8463,84.69,71,12,4.65,few clouds
442,Mosquera,CO,4.7059,-74.2302,62.69,67,40,12.66,light rain
443,Moron,AR,-34.6534,-58.6198,67.96,81,100,16.31,light rain
444,Sandy Bay,AU,-42.913,147.3532,56.3,74,75,11.5,broken clouds
445,Ballina,AU,-28.8667,153.5667,68.77,93,92,13.73,light rain
446,Afonso Claudio,BR,-20.0742,-41.1239,72.09,93,98,3.78,overcast clouds
447,Lazaro Cardenas,MX,17.9583,-102.2,83.82,36,6,11.27,clear sky
448,Khandela,IN,27.6,75.5,50.95,39,0,2.55,clear sky
449,Abu Zabad,SD,12.35,29.25,66.25,15,0,14.12,clear sky
450,Saldanha,ZA,-33.0117,17.9442,65.12,90,0,18.41,clear sky
451,Bograd,RU,54.2344,90.8328,-29.09,97,9,3.38,clear sky
452,Yamada,JP,39.4667,141.95,29.28,83,51,3.53,broken clouds
453,Ugoofaaru,MV,5.6667,73.0,81.25,73,96,3.67,overcast clouds
454,Ormond Beach,US,29.2858,-81.0559,75.13,64,40,9.22,scattered clouds
455,Thiadiaye,SN,14.4205,-16.7056,85.01,11,5,11.72,clear sky
456,Tura,IN,25.5198,90.2201,53.83,68,0,2.24,clear sky
457,Sikeston,US,36.8767,-89.5879,58.89,49,100,10.63,overcast clouds
458,Bintulu,MY,3.1667,113.0333,73.81,96,100,3.2,overcast clouds
459,Kaa-Khem,RU,51.6833,94.7333,-26.03,95,31,2.98,scattered clouds
460,Padang,ID,-0.9492,100.3543,77.5,79,100,4.34,heavy intensity rain
461,Kamaishi,JP,39.2667,141.8833,30.88,82,58,3.44,broken clouds
462,Nantucket,US,41.2835,-70.0995,49.96,71,0,11.5,clear sky
463,Marrakesh,MA,31.6315,-8.0083,57.27,58,82,3.44,broken clouds
464,Turkan,AZ,40.3639,50.215,39.38,87,0,9.22,clear sky
465,Varkaus,FI,62.3153,27.873,21.31,91,10,8.32,clear sky
466,Darlowo,PL,54.421,16.4107,38.95,61,3,16.13,clear sky
467,Boueni,YT,-12.9025,45.0761,80.58,78,100,11.18,overcast clouds
468,Poyarkovo,RU,49.6,128.6833,3.85,96,100,8.61,overcast clouds
469,Saint-Pierre,RE,-21.3393,55.4781,74.88,73,0,3.44,clear sky
470,Olinda,BR,-8.0089,-34.8553,83.93,74,40,5.75,scattered clouds
471,Llanes,ES,43.4198,-4.7549,53.89,85,100,11.45,overcast clouds
472,Berdigestyakh,RU,62.0989,126.6992,-34.31,100,72,2.53,broken clouds
473,Tecoanapa,MX,16.5167,-98.75,83.34,48,26,9.64,scattered clouds
474,Shache,CN,38.4167,77.2406,31.62,49,51,3.87,broken clouds
475,Amazar,RU,53.858,120.875,-16.33,96,94,3.71,overcast clouds
476,Honiara,SB,-9.4333,159.95,76.03,97,100,3.09,light rain
477,Alyangula,AU,-13.8483,136.4192,82.09,76,20,8.5,few clouds
478,Altar,MX,30.7,-111.8167,78.89,10,0,8.63,clear sky
479,Saint Anthony,US,45.0205,-93.218,18.66,63,100,23.02,overcast clouds
480,Porkhov,RU,57.765,29.5561,31.89,97,65,6.82,broken clouds
481,Cururupu,BR,-1.8283,-44.8683,78.84,81,98,4.38,overcast clouds
482,Beringovskiy,RU,63.05,179.3167,-28.1,96,38,9.04,scattered clouds
483,Portland,US,45.5234,-122.6762,67.53,50,20,10.0,few clouds
484,Anloga,GH,5.7947,0.8973,80.94,84,45,10.56,scattered clouds
485,Axim,GH,4.8699,-2.2405,79.74,84,7,8.57,clear sky
486,San Carlos,VE,9.6612,-68.5827,88.45,40,98,6.04,overcast clouds
487,Pontes E Lacerda,BR,-15.2261,-59.3353,82.09,87,82,2.57,broken clouds
488,San Jose,US,37.3394,-121.895,80.85,40,20,5.99,few clouds
489,Petrolina,BR,-9.3986,-40.5008,80.65,74,75,3.44,broken clouds
490,Nome,US,64.5011,-165.4064,-2.13,55,0,14.97,clear sky
491,Usinsk,RU,65.9939,57.5281,10.54,88,100,14.92,overcast clouds
492,Nichinan,JP,31.6,131.3667,46.76,76,100,8.72,overcast clouds
493,Iranduba,BR,-3.2847,-60.1861,80.92,78,76,4.32,light rain
494,Bijie,CN,27.3125,105.2942,34.39,95,100,3.6,overcast clouds
495,Richards Bay,ZA,-28.783,32.0377,73.35,88,5,4.99,clear sky
496,Katherine,AU,-14.4667,132.2667,79.12,89,100,9.22,overcast clouds
497,Basoda,IN,23.85,77.9333,53.47,44,5,3.04,clear sky
498,Jalu,LY,29.0331,21.5482,54.23,51,0,6.87,clear sky
499,Shingu,JP,33.7333,135.9833,37.6,57,37,5.59,scattered clouds
500,Bayshore Gardens,US,27.4253,-82.5904,80.62,61,0,8.05,clear sky
501,Ginda,IN,30.6945,78.4932,37.72,28,0,7.87,clear sky
502,Maloy,NO,61.9353,5.1136,38.07,94,100,5.99,overcast clouds
503,Rosario Oeste,BR,-14.8361,-56.4275,80.47,88,86,3.09,moderate rain
504,Rantauprapat,ID,2.1,99.8333,72.66,97,100,1.81,overcast clouds
505,Coihaique,CL,-45.5752,-72.0662,67.95,40,0,8.05,clear sky
506,Haines Junction,CA,60.7522,-137.5108,26.55,68,100,4.61,overcast clouds
507,Xilagani,GR,40.9833,25.4167,40.39,81,0,3.49,clear sky
508,Grand Gaube,MU,-20.0064,57.6608,75.38,81,81,1.01,broken clouds
509,Baoying,CN,33.2292,119.3092,37.31,90,68,4.52,broken clouds
510,Sabha,LY,27.0377,14.4283,51.89,30,0,6.35,clear sky
511,Jabinyanah,TN,35.035,10.9081,51.6,66,100,8.5,overcast clouds
512,Auki,SB,-8.7676,160.7034,75.4,95,100,4.14,moderate rain
513,Salina Cruz,MX,16.1667,-95.2,87.8,45,1,9.08,clear sky
514,Kakegawa,JP,34.7667,138.0167,35.71,84,87,4.25,overcast clouds
515,Aguie,NE,13.506,7.7786,66.34,12,4,10.4,clear sky
516,Saint-Joseph,RE,-21.3667,55.6167,73.78,72,23,5.66,few clouds
517,Tabat,ID,-2.635,115.2274,72.55,99,100,1.03,overcast clouds
518,Gamba,GA,-2.65,10.0,77.38,90,18,5.23,few clouds
519,Bama,NG,11.5221,13.6856,68.7,23,3,7.9,clear sky
520,Novyy Yarychiv,UA,49.9044,24.3052,36.73,88,100,21.88,overcast clouds
521,Hoquiam,US,46.9809,-123.8893,55.92,68,0,12.66,clear sky
522,El Alto,PE,-4.2714,-81.2147,82.06,65,15,16.51,few clouds
523,Raalte,NL,52.3858,6.275,36.14,91,0,3.76,clear sky
524,Nioro,GM,13.35,-15.75,83.95,8,0,8.79,clear sky
525,Dongning,CN,44.0622,131.1207,7.36,84,5,8.9,clear sky
526,Ambilobe,MG,-13.2,49.05,73.47,96,100,2.89,light rain
527,Zabaykalsk,RU,49.6333,117.3167,-15.59,100,90,5.37,overcast clouds
528,Turkistan,KZ,43.0,68.0,35.55,98,100,12.28,overcast clouds
529,Bima,ID,-8.4667,118.7167,75.79,92,99,2.42,overcast clouds
530,Bay City,US,43.5945,-83.8889,39.76,87,100,14.97,overcast clouds
531,Avera,US,33.194,-82.5271,69.67,38,53,11.21,broken clouds
532,Sioux Lookout,CA,50.1001,-91.917,-3.62,54,20,14.97,few clouds
533,Ust-Omchug,RU,61.15,149.6333,-32.93,97,88,1.7,overcast clouds
534,Merauke,ID,-8.4667,140.3333,75.43,88,36,4.09,scattered clouds
535,Bagdarin,RU,54.4333,113.6,-23.58,97,16,3.91,few clouds
536,Asau,RO,46.4333,26.4,40.95,64,23,6.13,few clouds
537,Manturovo,RU,58.3353,44.7619,23.18,97,95,5.79,overcast clouds
538,Sucua,EC,-2.4667,-78.1667,77.74,69,75,4.61,moderate rain
539,Longyan,CN,25.1072,117.0225,59.02,98,90,2.57,overcast clouds
540,Pishin,PK,30.5803,66.9961,44.6,32,0,0.92,clear sky
541,Savinka,RU,50.0785,47.0994,32.99,98,100,18.3,light snow
542,Lodja,CD,-3.4833,23.4333,70.72,91,87,2.37,overcast clouds
543,General Roca,AR,-39.0333,-67.5833,77.67,13,0,6.64,clear sky
544,Samarai,PG,-10.6167,150.6667,80.56,63,39,12.59,scattered clouds
545,Florence,IT,43.7667,11.25,51.3,83,75,2.3,broken clouds
546,Manyana,BW,-23.4,21.7167,73.9,54,62,6.44,broken clouds
547,Gedo,ET,9.0167,37.45,55.62,51,22,4.18,few clouds
548,Lakes Entrance,AU,-37.8811,147.981,61.16,86,96,4.92,overcast clouds
549,San Ramon,US,37.7799,-121.978,78.1,42,0,5.75,clear sky
550,Kilindoni,TZ,-7.9139,39.6668,81.3,76,100,11.9,overcast clouds
551,Havre-Saint-Pierre,CA,50.2334,-63.5986,23.0,73,0,18.41,clear sky
552,Shushenskoye,RU,53.325,91.9356,-27.36,100,97,0.92,overcast clouds
553,Badou,TG,7.5833,0.6,80.01,30,79,3.36,broken clouds
554,Vardo,NO,70.3705,31.1107,28.15,89,97,36.73,light snow
555,Molokovo,RU,58.1661,36.7628,27.82,93,100,8.21,overcast clouds
556,Khorixas,NA,-20.3667,14.9667,73.6,75,96,4.88,overcast clouds
557,Andapa,MG,-14.65,49.65,69.21,99,66,2.33,broken clouds
558,Kaeo,NZ,-35.1,173.7833,76.32,98,100,13.18,overcast clouds
559,Fort Smith,US,35.3859,-94.3986,71.64,24,0,19.57,clear sky
560,West Bay,KY,19.3667,-81.4167,85.06,70,20,11.5,few clouds
561,Zhangye,CN,38.9342,100.4517,23.05,57,48,6.89,scattered clouds
562,Kuchinarai,TH,16.541,104.05,72.57,67,96,4.99,overcast clouds
563,Monte Carmelo,BR,-18.7247,-47.4986,70.48,91,72,3.6,broken clouds
564,Siraha,NP,26.6541,86.2087,54.0,68,0,4.76,clear sky
565,Monrovia,LR,6.3005,-10.7969,80.37,85,45,8.97,scattered clouds
566,Methoni,GR,36.8197,21.7049,51.22,68,63,2.73,broken clouds
567,Batagay,RU,67.6333,134.6333,-20.76,94,100,1.97,overcast clouds
568,Jinchang,CN,38.4953,102.1739,22.98,80,100,6.98,overcast clouds
569,New Plymouth,NZ,-39.0667,174.0833,72.55,95,100,12.08,overcast clouds
570,Derzhavinsk,KZ,51.1,66.3167,24.26,96,100,16.2,snow
571,Porosozero,RU,62.7191,32.727,21.79,90,100,9.98,overcast clouds
572,Sorland,NO,67.667,12.6934,30.06,52,100,12.17,snow
573,Greencastle,US,39.6445,-86.8647,41.72,91,100,10.36,overcast clouds
574,Saint-Georges,GD,12.0564,-61.7485,80.28,74,75,20.71,broken clouds
575,San Lawrenz,MT,36.0553,14.204,50.86,80,100,5.41,overcast clouds
576,Totness,SR,5.8833,-56.3167,79.0,78,66,13.0,broken clouds
577,Mumford,GH,5.2618,-0.759,80.1,86,46,9.24,scattered clouds
578,Emporia,US,38.4039,-96.1817,56.52,33,75,18.41,broken clouds
579,Chegdomyn,RU,51.1167,133.0167,-3.78,99,100,1.43,overcast clouds
580,Takoradi,GH,4.8845,-1.7554,80.13,83,15,7.9,few clouds
581,Kavaratti,IN,10.5669,72.642,80.19,76,33,8.95,scattered clouds
582,Horqueta,PY,-23.3428,-57.0597,95.81,29,86,6.69,overcast clouds
583,Aykhal,RU,66.0,111.5,-8.21,100,100,5.37,overcast clouds
584,Namibe,AO,-15.1961,12.1522,75.94,83,86,1.83,overcast clouds
585,Wagar,SD,16.1525,36.2032,71.4,62,0,14.94,clear sky
586,Mitu,CO,1.1983,-70.1733,79.12,81,97,2.75,heavy intensity rain
587,Esna,EG,25.2934,32.554,55.58,39,0,6.17,clear sky
588,Stykkisholmur,IS,65.0757,-22.7297,23.04,80,100,10.76,overcast clouds
589,Volokolamsk,RU,56.0336,35.9694,20.82,96,28,7.96,scattered clouds
590,Tilichiki,RU,60.4667,166.1,-18.62,87,5,9.08,clear sky
591,Cayenne,GF,4.9333,-52.3333,79.09,88,75,3.0,broken clouds
592,Acapulco,MX,16.8634,-99.8901,84.02,65,40,6.91,scattered clouds
593,Christchurch,NZ,-43.5333,172.6333,66.02,92,75,4.61,broken clouds
594,Horta,PT,38.5333,-28.6333,58.64,77,20,5.75,few clouds
595,Seymchan,RU,62.8833,152.4333,-43.74,100,96,0.45,overcast clouds
596,Anito,PH,12.4497,125.2886,76.96,94,100,13.35,light rain
597,Boda,CF,4.3189,17.4695,75.83,19,21,1.57,few clouds
598,Camana,PE,-16.6228,-72.7111,73.81,69,35,8.46,scattered clouds
599,Sechura,PE,-5.5569,-80.8222,79.79,59,55,16.4,broken clouds
600,Druzhba,UA,52.0428,33.9453,30.58,87,100,4.07,overcast clouds
601,Port Blair,IN,11.6667,92.75,75.24,88,40,2.3,mist
602,Asfi,MA,32.2994,-9.2372,58.5,82,0,14.43,clear sky
603,Islamkot,PK,24.6997,70.177,64.02,26,0,1.86,clear sky
604,Mozarlandia,BR,-14.7447,-50.5706,74.64,88,91,2.84,overcast clouds
605,San Juan Bautista,PE,-14.0108,-75.7358,75.83,40,20,16.53,few clouds
606,Poronaysk,RU,49.2167,143.1167,17.29,97,100,3.6,overcast clouds
607,Kijabe,KE,-0.933,36.5758,61.41,82,81,11.99,broken clouds
608,Olafsvik,IS,64.8945,-23.7142,29.88,72,100,18.95,overcast clouds
609,Muli,MV,2.9167,73.5667,81.37,68,53,4.36,broken clouds
610,Bambanglipuro,ID,-7.95,110.2833,75.9,89,99,6.4,moderate rain
611,Kalevala,RU,65.2,31.1667,13.42,95,91,8.03,overcast clouds
612,Oksfjord,NO,70.2396,22.3479,28.58,78,100,6.49,light snow
613,Lubao,PH,14.9167,120.55,77.02,87,87,5.95,overcast clouds
614,Mehamn,NO,71.0357,27.8492,33.71,80,75,11.5,broken clouds
615,Mitsamiouli,KM,-11.3847,43.2844,79.54,76,100,9.33,overcast clouds
616,Lincoln,US,40.8,-96.667,41.16,48,0,26.46,clear sky
617,Asifabad,IN,19.3667,79.2833,62.89,34,77,3.38,broken clouds
618,Yendi,GH,9.4427,-0.0099,86.83,10,34,3.91,scattered clouds
619,Dwarka,IN,22.2394,68.9678,70.07,52,2,9.19,clear sky
620,Stara Synyava,UA,49.6032,27.6191,35.53,96,100,10.02,overcast clouds
621,Susanville,US,40.4163,-120.653,58.91,46,0,5.75,clear sky
622,Paciran,ID,-6.8767,112.3761,74.68,90,100,2.53,overcast clouds
623,Dombarovskiy,RU,50.7587,59.5386,14.32,96,87,11.23,overcast clouds
624,Lishu,CN,43.3047,124.3278,12.13,79,38,4.54,scattered clouds
625,Kemi,FI,65.8596,24.8228,6.57,92,62,6.91,broken clouds
626,Bodden Town,KY,19.2833,-81.25,84.99,68,20,11.5,few clouds
627,Galitsy,RU,56.1776,42.8459,31.96,98,88,5.32,overcast clouds
628,Hammerfest,NO,70.6634,23.6821,28.13,86,75,6.91,snow
629,Antalaha,MG,-14.9003,50.2788,74.55,89,12,6.58,few clouds
630,Traverse City,US,44.7631,-85.6206,36.37,89,100,13.8,mist
631,Kharitonovo,RU,61.4009,47.4978,20.55,97,100,4.47,light snow
632,Morant Bay,JM,17.8815,-76.4093,82.02,76,30,12.06,scattered clouds
633,Kautokeino,NO,69.0125,23.0412,-5.98,100,70,3.76,broken clouds
634,Launceston,AU,-41.45,147.1667,57.61,68,32,10.36,scattered clouds
635,Srednekolymsk,RU,67.45,153.6833,-38.22,100,31,6.17,scattered clouds
636,Bandarbeyla,SO,9.4942,50.8122,74.86,62,78,18.75,broken clouds
637,Los Llanos De Aridane,ES,28.6585,-17.9182,65.12,35,0,8.01,clear sky
638,Kabo,CF,7.6994,18.629,75.88,16,1,5.55,clear sky
639,Nuuk,GL,64.1835,-51.7216,34.41,69,100,26.46,light snow
640,Berlevag,NO,70.8578,29.0864,33.75,69,75,25.32,broken clouds
641,Filadelfia,US,39.9523,-75.1638,62.49,33,20,16.11,few clouds
642,Pascagoula,US,30.3658,-88.5561,67.71,67,75,10.36,broken clouds
643,Roura,GF,4.7263,-52.3274,78.96,89,75,2.3,broken clouds
644,Port Moresby,PG,-9.4431,147.1797,71.02,94,20,8.05,few clouds
645,College,US,64.8569,-147.8028,4.23,75,75,6.91,broken clouds
646,Mollendo,PE,-17.0231,-72.0147,72.63,72,24,9.04,few clouds
647,Henties Bay,NA,-22.116,14.2845,70.86,85,42,5.5,scattered clouds
648,Pangnirtung,CA,66.1451,-65.7125,3.2,51,100,6.91,overcast clouds
649,Krasnoselkup,RU,65.7,82.4667,-16.38,93,11,7.09,few clouds
650,Beirut,LB,33.8889,35.4944,52.54,66,0,4.61,clear sky
651,Mubi,NG,10.2676,13.2644,72.27,12,3,2.98,clear sky
652,San Carlos De Bariloche,AR,-41.1456,-71.3082,73.15,10,0,5.75,clear sky
653,Goundam,ML,16.4145,-3.6708,69.12,15,8,11.01,clear sky
654,Arboledas,CO,7.6423,-72.7994,71.76,80,80,4.29,broken clouds
655,Ismailia,EG,30.6043,32.2723,54.3,65,0,7.29,clear sky
656,Balkhash,KZ,46.844,74.9804,10.74,91,100,13.82,light snow
657,Felipe Carrillo Puerto,MX,19.5833,-88.05,76.03,89,59,4.83,broken clouds
658,Shetpe,KZ,44.1667,52.1167,35.13,69,100,10.22,overcast clouds
659,Barrancas,CO,10.9576,-72.7877,90.93,34,55,11.12,broken clouds
660,Sao Joaquim,BR,-28.2939,-49.9317,62.69,81,62,4.5,broken clouds
661,Dukat,RU,62.55,155.55,-27.33,78,72,3.83,broken clouds
662,Vila Velha,BR,-20.3297,-40.2925,75.15,90,75,10.0,light rain
663,Asyut,EG,27.181,31.1837,53.71,46,0,7.31,clear sky
664,Guangyuan,CN,32.442,105.823,41.09,87,99,2.26,overcast clouds
665,Mairena Del Alcor,ES,37.373,-5.7495,57.72,80,0,6.91,clear sky
666,Benguela,AO,-12.5763,13.4055,76.5,76,86,5.64,overcast clouds
667,Portobelo,PA,9.55,-79.65,90.07,71,28,12.91,scattered clouds
668,Douglas,US,41.3,-96.167,33.75,52,40,27.63,scattered clouds
669,Sawtell,AU,-30.3833,153.1,68.02,88,75,14.97,light intensity shower rain
670,Havelock,US,34.8791,-76.9013,66.43,67,100,7.0,overcast clouds
671,Imeni Poliny Osipenko,RU,52.4201,136.4853,6.8,94,100,6.82,overcast clouds
672,Moanda,GA,-1.5575,13.2178,76.46,74,93,3.24,overcast clouds
673,Tacoronte,ES,28.4769,-16.4102,65.44,34,20,10.0,few clouds
674,Senanga,ZM,-16.1167,23.2667,66.04,94,100,5.95,light rain
675,Tucuman,AR,-26.8241,-65.2226,68.0,94,100,10.36,light rain
676,Celestun,MX,20.8667,-90.4,75.02,75,47,11.59,scattered clouds
677,Nurota,UZ,40.5614,65.6886,35.69,89,100,7.9,overcast clouds
678,Santa Cruz De La Palma,ES,28.6835,-17.7642,69.13,42,0,3.44,clear sky
679,Finschhafen,PG,-6.6024,147.8681,78.75,83,100,4.52,moderate rain
680,Parana,AR,-31.732,-60.5238,82.2,41,100,26.37,overcast clouds
681,Xiaoyi,CN,34.6178,109.703,39.13,66,100,3.33,overcast clouds
682,Laguna,US,38.421,-121.4238,77.25,50,0,3.44,clear sky
683,Kieta,PG,-6.2167,155.6333,78.67,85,100,0.6,light rain
684,Ishigaki,JP,24.3448,124.1572,68.13,94,75,9.22,broken clouds
685,Guiratinga,BR,-16.3494,-53.7583,75.67,83,66,5.75,broken clouds
686,Tazmalt,DZ,36.3868,4.3989,48.15,92,44,3.56,scattered clouds
687,Santiago De Cao,PE,-7.9589,-79.2392,71.73,83,62,10.36,broken clouds
688,Demyansk,RU,57.643,32.466,29.35,94,98,7.94,overcast clouds
689,Buraydah,SA,26.326,43.975,55.85,34,0,11.83,clear sky
690,Rongcheng,CN,30.634,117.8517,40.77,98,100,4.0,overcast clouds
691,Evensk,RU,61.95,159.2333,-13.25,74,37,6.26,scattered clouds
692,Qaqortoq,GL,60.7167,-46.0333,21.7,82,100,6.87,overcast clouds
693,Okha,RU,53.5739,142.9478,18.55,94,100,6.06,overcast clouds
694,Tynda,RU,55.1667,124.7167,-18.49,98,98,2.68,overcast clouds
695,Lithgow,AU,-33.4833,150.15,58.08,96,100,6.64,overcast clouds
696,Jambi,ID,-1.6,103.6167,73.15,97,100,3.33,overcast clouds
697,Andreapol,RU,56.6513,32.2664,27.3,94,96,9.24,snow
